/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263A-21H-3,54	186.340	220.170	47.915455	1.8710	0.1691	Westerhold et al. 2015
208-1263A-21H-3,64	186.440	220.270	47.924545	1.8858	0.1453	Westerhold et al. 2015
208-1263A-21H-3,74	186.540	220.370	47.933636	1.8939	0.2983	Westerhold et al. 2015
208-1263A-21H-3,84	186.640	220.470	47.942727	1.8839	0.2240	Westerhold et al. 2015
208-1263A-21H-3,94	186.740	220.570	47.951819	1.7945	-0.1749	Westerhold et al. 2015
208-1263A-21H-3,104	186.840	220.689	47.962636	1.9094	0.1231	Westerhold et al. 2015
208-1263A-21H-3,114	186.940	220.821	47.974636	1.7740	0.0975	Westerhold et al. 2015
208-1263A-21H-3,124	187.040	220.953	47.985475	1.7863	0.0661	Westerhold et al. 2015
208-1263A-21H-3,134	187.140	221.085	47.995376	1.8114	0.1184	Westerhold et al. 2015
208-1263A-21H-3,144	187.240	221.216	48.005200	1.8080	0.0081	Westerhold et al. 2015
208-1263A-21H-4,4	187.340	221.348	48.015101	1.8741	0.0084	Westerhold et al. 2015
208-1263A-21H-4,14	187.440	221.480	48.025000	1.8777	0.1020	Westerhold et al. 2015
208-1263A-21H-4,24	187.540	221.612	48.034900	1.8405	0.0602	Westerhold et al. 2015
208-1263A-21H-4,34	187.640	221.744	48.044800	1.8423	0.0731	Westerhold et al. 2015
208-1263A-21H-4,44	187.740	221.875	48.054625	1.8726	0.1893	Westerhold et al. 2015
208-1263A-21H-4,54	187.840	222.007	48.064525	1.8617	0.1544	Westerhold et al. 2015
208-1263A-21H-4,64	187.940	222.127	48.073994	1.8213	0.1691	Westerhold et al. 2015
208-1263A-21H-4,74	188.040	222.208	48.080877	1.8288	0.0307	Westerhold et al. 2015
208-1263A-21H-4,84	188.140	222.289	48.087762	1.7957	0.2023	Westerhold et al. 2015
208-1263A-21H-4,94	188.240	222.369	48.094561	1.8611	0.1940	Westerhold et al. 2015
208-1263A-21H-4,104	188.340	222.450	48.101445	1.9327	0.2453	Westerhold et al. 2015
208-1263A-21H-4,114	188.440	222.531	48.108329	1.9419	0.2544	Westerhold et al. 2015
208-1263A-21H-4,124	188.540	222.612	48.115212	1.9850	0.1560	Westerhold et al. 2015
208-1263A-21H-4,134	188.640	222.692	48.122011	1.9893	0.3210	Westerhold et al. 2015
208-1263A-21H-5,4	188.840	222.854	48.135779	1.8980	0.2310	Westerhold et al. 2015
208-1263A-21H-5,14	188.940	222.935	48.142663	1.9038	0.2077	Westerhold et al. 2015
208-1263A-21H-5,24	189.040	223.016	48.149548	1.9283	0.1843	Westerhold et al. 2015
208-1263A-21H-5,34	189.140	223.115	48.157961	1.9789	0.1884	Westerhold et al. 2015
208-1263A-21H-5,44	189.240	223.213	48.166289	1.8793	0.1975	Westerhold et al. 2015
208-1263A-21H-5,54	189.340	223.312	48.174703	1.9325	0.2327	Westerhold et al. 2015
208-1263A-21H-5,64	189.440	223.411	48.183116	1.9765	-0.0712	Westerhold et al. 2015
208-1263A-21H-5,74	189.540	223.510	48.191529	1.9641	0.0099	Westerhold et al. 2015
208-1263A-21H-5,84	189.640	223.608	48.199858	1.9924	0.0664	Westerhold et al. 2015
208-1263A-21H-5,94	189.740	223.707	48.208272	1.8819	-0.1528	Westerhold et al. 2015
208-1263A-21H-5,104	189.840	223.806	48.216686	1.8785	-0.0526	Westerhold et al. 2015
208-1263A-21H-5,114	189.940	223.905	48.225099	1.8253	-0.0762	Westerhold et al. 2015
208-1263A-21H-5,124	190.040	224.003	48.233429	1.9424	0.3228	Westerhold et al. 2015
208-1263A-21H-5,134	190.140	224.100	48.241672	1.9646	0.2784	Westerhold et al. 2015
208-1263A-21H-5,144	190.240	224.192	48.249490	1.9521	0.3112	Westerhold et al. 2015
208-1263A-21H-6,4	190.340	224.284	48.257309	1.8441	-0.1188	Westerhold et al. 2015
208-1263A-21H-6,14	190.440	224.377	48.265212	1.8635	-0.0397	Westerhold et al. 2015
208-1263A-21H-6,24	190.540	224.469	48.273030	1.8671	-0.0614	Westerhold et al. 2015
208-1263A-21H-6,34	190.640	224.561	48.280850	1.9356	-0.0534	Westerhold et al. 2015
208-1263A-21H-6,44	190.740	224.653	48.288669	1.8642	-0.0734	Westerhold et al. 2015
208-1263A-21H-6,54	190.840	224.745	48.296487	1.9055	0.0459	Westerhold et al. 2015
208-1263A-21H-6,64	190.940	224.837	48.304307	1.8075	-0.1353	Westerhold et al. 2015
208-1263A-21H-6,74	191.040	224.929	48.312125	1.8620	0.0393	Westerhold et al. 2015
208-1263A-21H-6,84	191.140	225.021	48.319943	1.8673	0.0080	Westerhold et al. 2015
208-1263B-16H-4,94	191.940	225.070	48.324108	1.9152	0.2286	Westerhold et al. 2015
208-1263A-21H-6,94	191.240	225.113	48.327763	1.8240	0.0661	Westerhold et al. 2015
208-1263A-21H-6,104	191.340	225.205	48.335581	1.9343	0.2477	Westerhold et al. 2015
208-1263A-22H-1,109	193.390	225.279	48.341871	2.0025	0.1658	Westerhold et al. 2015
208-1263A-21H-6,114	191.440	225.297	48.343399	1.7475	0.0644	Westerhold et al. 2015
208-1263B-16H-4,124	192.240	225.370	48.349603	1.9397	0.0823	Westerhold et al. 2015
208-1263A-22H-1,119	193.490	225.371	48.349688	1.9320	0.1688	Westerhold et al. 2015
208-1263A-22H-1,129	193.590	225.463	48.357507	1.8997	0.2625	Westerhold et al. 2015
208-1263B-16H-4,134	192.340	225.470	48.358102	1.9565	0.0599	Westerhold et al. 2015
208-1263A-22H-1,139	193.690	225.558	48.365581	1.9439	0.2949	Westerhold et al. 2015
208-1263B-16H-4,144	192.440	225.570	48.366601	1.9924	0.0784	Westerhold et al. 2015
208-1263A-22H-1,149	193.790	225.655	48.374286	1.9201	0.2666	Westerhold et al. 2015
208-1263B-16H-5,4	192.540	225.670	48.375714	1.7738	-0.0028	Westerhold et al. 2015
208-1263A-22H-2,9	193.890	225.752	48.383524	1.9014	0.2296	Westerhold et al. 2015
208-1263B-16H-5,14	192.640	225.770	48.385238	1.8672	0.0039	Westerhold et al. 2015
208-1263B-16H-5,24	192.740	225.870	48.394762	1.9353	0.3526	Westerhold et al. 2015
208-1263B-16H-5,34	192.840	225.970	48.404286	1.8276	-0.0885	Westerhold et al. 2015
208-1263B-16H-5,44	192.940	226.070	48.413810	2.0073	0.2030	Westerhold et al. 2015
208-1263A-22H-2,19	193.990	226.167	48.423049	1.9798	0.2037	Westerhold et al. 2015
208-1263B-16H-5,54	193.040	226.170	48.423333	1.9181	0.1407	Westerhold et al. 2015
208-1263A-22H-2,29	194.090	226.183	48.424571	1.7716	0.3014	Westerhold et al. 2015
208-1263A-22H-2,39	194.190	226.200	48.426190	1.9262	0.0786	Westerhold et al. 2015
208-1263A-22H-2,49	194.290	226.217	48.427810	1.8572	0.3825	Westerhold et al. 2015
208-1263B-16H-5,64	193.140	226.270	48.432857	1.9335	0.1698	Westerhold et al. 2015
208-1263B-16H-5,74	193.240	226.370	48.442381	1.7822	0.1763	Westerhold et al. 2015
208-1263B-16H-5,84	193.340	226.470	48.451905	1.6816	-0.0564	Westerhold et al. 2015
208-1263B-16H-5,94	193.440	226.570	48.461430	1.7483	-0.1688	Westerhold et al. 2015
208-1263B-16H-5,104	193.540	226.670	48.470909	1.8379	0.1101	Westerhold et al. 2015
208-1263B-16H-5,114	193.640	226.770	48.480000	1.8535	0.0212	Westerhold et al. 2015
208-1263B-16H-5,124	193.740	226.870	48.489091	1.8196	0.0235	Westerhold et al. 2015
208-1263B-16H-5,134	193.840	226.970	48.498182	1.8488	0.0994	Westerhold et al. 2015
208-1263B-16H-5,144	193.940	227.070	48.507274	1.8759	0.1339	Westerhold et al. 2015
208-1263B-16H-6,4	194.040	227.170	48.516364	1.9454	0.1989	Westerhold et al. 2015
208-1263B-16H-6,14	194.140	227.270	48.525455	2.0584	0.2223	Westerhold et al. 2015
208-1263B-16H-6,24	194.240	227.370	48.543353	1.9095	0.1989	Westerhold et al. 2015
208-1263B-16H-6,34	194.340	227.470	48.561814	1.9493	0.1843	Westerhold et al. 2015
208-1263B-16H-6,44	194.440	227.570	48.580276	1.8640	0.1794	Westerhold et al. 2015
208-1263B-16H-6,54	194.540	227.670	48.598735	1.9138	0.1445	Westerhold et al. 2015
208-1263B-16H-6,64	194.640	227.770	48.617196	2.0835	0.2240	Westerhold et al. 2015
208-1263B-16H-6,74	194.740	227.870	48.635657	1.9703	0.2048	Westerhold et al. 2015
208-1263B-16H-6,84	194.840	227.970	48.654118	1.9380	0.0768	Westerhold et al. 2015
208-1263B-16H-6,94	194.940	228.070	48.672580	2.0543	0.2715	Westerhold et al. 2015
208-1263B-16H-6,104	195.040	228.170	48.691039	2.0151	0.2231	Westerhold et al. 2015
208-1263B-16H-6,109	195.090	228.220	48.700270	2.0277	0.1897	Westerhold et al. 2015
208-1263B-16H-6,124	195.240	228.370	48.727961	1.9556	0.0531	Westerhold et al. 2015
208-1263A-22H-2,59	194.390	228.433	48.739591	1.9389	0.0885	Westerhold et al. 2015
208-1263B-16H-6,134	195.340	228.470	48.746422	1.9595	0.1073	Westerhold et al. 2015
208-1263A-22H-2,69	194.490	228.566	48.764142	1.9744	0.3019	Westerhold et al. 2015
208-1263B-16H-6,144	195.440	228.570	48.764884	1.9945	0.0864	Westerhold et al. 2015
208-1263B-16H-7,4	195.540	228.670	48.783343	1.9971	0.2130	Westerhold et al. 2015
208-1263A-22H-2,79	194.590	228.683	48.785743	1.9860	0.2579	Westerhold et al. 2015
208-1263B-16H-7,14	195.640	228.770	48.801804	1.9667	-0.0427	Westerhold et al. 2015
208-1263B-16H-7,24	195.740	228.870	48.820265	2.0233	0.0972	Westerhold et al. 2015
208-1263B-16H-7,34	195.840	228.970	48.838725	1.9893	0.0635	Westerhold et al. 2015
208-1263B-16H-7,44	195.940	229.070	48.857188	1.9983	0.0927	Westerhold et al. 2015
208-1263C-10H-4,116-117	250.065	291.497	53.875360	1.3150	-0.4750	Stap et al. 2009
208-1263C-10H-4,117-118	250.075	291.507	53.875875	1.2960	-0.4770	Stap et al. 2009
208-1263C-10H-4,118-119	250.085	291.517	53.876390	1.2960	-0.4300	Stap et al. 2009
208-1263C-10H-4,119-120	250.095	291.526	53.876853	1.4270	-0.4340	Stap et al. 2009
208-1263C-10H-4,120-121	250.105	291.536	53.877368	1.3510	-0.4920	Stap et al. 2009
208-1263C-10H-4,121-122	250.115	291.546	53.877882	1.3000	-0.5070	Stap et al. 2009
208-1263C-10H-4,122-123	250.125	291.555	53.878346	1.2600	-0.4330	Stap et al. 2009
208-1263C-10H-4,123-124	250.135	291.568	53.879015	1.2800	-0.4620	Stap et al. 2009
208-1263C-10H-4,124-125	250.145	291.585	53.879890	1.3380	-0.3870	Stap et al. 2009
208-1263C-10H-4,125-126	250.155	291.602	53.880765	1.3100	-0.4070	Stap et al. 2009
208-1263C-10H-4,126-127	250.165	291.618	53.881588	1.2960	-0.4390	Stap et al. 2009
208-1263C-10H-4,127-128	250.175	291.635	53.882463	1.2870	-0.4580	Stap et al. 2009
208-1263C-10H-4,128-129	250.185	291.651	53.883287	1.2830	-0.4640	Stap et al. 2009
208-1263C-10H-4,129-130	250.195	291.668	53.884162	1.2600	-0.4490	Stap et al. 2009
208-1263C-10H-4,130-131	250.205	291.685	53.885037	1.2840	-0.4510	Stap et al. 2009
208-1263C-10H-4,131-132	250.215	291.701	53.885860	1.3040	-0.4110	Stap et al. 2009
208-1263C-10H-4,132-133	250.225	291.718	53.886735	1.2770	-0.4010	Stap et al. 2009
208-1263C-10H-4,133-134	250.235	291.734	53.887559	1.2860	-0.4440	Stap et al. 2009
208-1263C-10H-4,134-135	250.245	291.751	53.888434	1.3130	-0.4580	Stap et al. 2009
208-1263C-10H-4,135-136	250.255	291.768	53.889309	1.4410	-0.7240	Stap et al. 2009
208-1263C-10H-4,136-137	250.265	291.784	53.890132	1.2940	-0.4450	Stap et al. 2009
208-1263C-10H-4,137-138	250.275	291.801	53.891007	1.2180	-0.4300	Stap et al. 2009
208-1263C-10H-4,138-139	250.285	291.818	53.891882	1.3050	-0.5940	Stap et al. 2009
208-1263C-10H-4,139-140	250.295	291.834	53.892706	1.2760	-0.3820	Stap et al. 2009
208-1263C-10H-4,140-141	250.305	291.851	53.893581	1.3330	-0.3970	Stap et al. 2009
208-1263C-10H-4,141-142	250.315	291.867	53.894404	1.2650	-0.3810	Stap et al. 2009
208-1263C-10H-4,142-143	250.325	291.884	53.895279	1.3060	-0.3630	Stap et al. 2009
208-1263C-10H-4,143-144	250.335	291.901	53.896154	1.2800	-0.4020	Stap et al. 2009
208-1263C-10H-4,144-145	250.345	291.917	53.896978	1.2590	-0.4340	Stap et al. 2009
208-1263C-10H-4,145-146	250.355	291.934	53.897853	1.2650	-0.4340	Stap et al. 2009
208-1263C-10H-4,146-147	250.365	291.951	53.898728	1.3000	-0.4200	Stap et al. 2009
208-1263C-10H-4,147-148	250.375	291.967	53.899551	1.2770	-0.4050	Stap et al. 2009
208-1263C-10H-4,148-149	250.385	291.984	53.900426	1.2570	-0.4090	Stap et al. 2009
208-1263C-10H-4,149-150	250.395	292.000	53.901250	1.2980	-0.3400	Stap et al. 2009
208-1263C-10H-5,0-1	250.405	292.017	53.902125	1.3020	-0.3690	Stap et al. 2009
208-1263C-10H-5,1-2	250.415	292.034	53.903000	1.2920	-0.3830	Stap et al. 2009
208-1263C-10H-5,2-3	250.425	292.050	53.903824	1.3150	-0.3630	Stap et al. 2009
208-1263C-10H-5,3-4	250.435	292.067	53.904699	1.2830	-0.4430	Stap et al. 2009
208-1263C-10H-5,4-5	250.445	292.083	53.905522	1.2680	-0.4120	Stap et al. 2009
208-1263C-10H-5,5-6	250.455	292.100	53.906397	1.2850	-0.3910	Stap et al. 2009
208-1263C-10H-5,6-7	250.465	292.117	53.907272	1.2930	-0.3410	Stap et al. 2009
208-1263C-10H-5,7-8	250.475	292.133	53.908096	1.2880	-0.3540	Stap et al. 2009
208-1263C-10H-5,8-9	250.485	292.150	53.908971	1.2760	-0.3430	Stap et al. 2009
208-1263C-10H-5,9-10	250.495	292.167	53.909846	1.2900	-0.3370	Stap et al. 2009
208-1263C-10H-5,10-11	250.505	292.183	53.910669	1.2680	-0.3840	Stap et al. 2009
208-1263C-10H-5,11-12	250.515	292.200	53.911544	1.3160	-0.5100	Stap et al. 2009
208-1263C-10H-5,12-13	250.525	292.216	53.912368	1.2660	-0.3870	Stap et al. 2009
208-1263C-10H-5,13-14	250.535	292.233	53.913243	1.2600	-0.3900	Stap et al. 2009
208-1263C-10H-5,14-15	250.545	292.250	53.914118	1.2920	-0.3890	Stap et al. 2009
208-1263C-10H-5,15-16	250.555	292.266	53.914941	1.2520	-0.3880	Stap et al. 2009
208-1263C-10H-5,16-17	250.565	292.283	53.915816	1.2220	-0.4100	Stap et al. 2009
208-1263C-10H-5,17-18	250.575	292.299	53.916640	1.2350	-0.4240	Stap et al. 2009
208-1263C-10H-5,18-19	250.585	292.316	53.917515	1.2030	-0.3610	Stap et al. 2009
208-1263C-10H-5,19-20	250.595	292.333	53.918390	1.2050	-0.5010	Stap et al. 2009
208-1263C-10H-5,20-21	250.605	292.349	53.919213	1.2060	-0.4700	Stap et al. 2009
208-1263C-10H-5,21-22	250.615	292.366	53.920088	1.1660	-0.4830	Stap et al. 2009
208-1263C-10H-5,22-23	250.625	292.383	53.920963	1.2000	-0.4500	Stap et al. 2009
208-1263C-10H-5,23-24	250.635	292.399	53.921787	1.1400	-0.5370	Stap et al. 2009
208-1263C-10H-5,24-25	250.645	292.416	53.922662	1.1570	-0.4450	Stap et al. 2009
208-1263C-10H-5,25-26	250.655	292.432	53.923485	1.1280	-0.5040	Stap et al. 2009
208-1263C-10H-5,26-27	250.665	292.449	53.924360	1.1010	-0.5150	Stap et al. 2009
208-1263C-10H-5,27-28	250.675	292.466	53.925235	1.0920	-0.4950	Stap et al. 2009
208-1263C-10H-5,28-29	250.685	292.482	53.926059	1.0840	-0.5260	Stap et al. 2009
208-1263C-10H-5,29-30	250.695	292.499	53.926934	1.1750	-0.4610	Stap et al. 2009
208-1263C-10H-5,30-31	250.705	292.516	53.927809	1.1550	-0.3540	Stap et al. 2009
208-1263C-10H-5,31-32	250.715	292.532	53.928632	1.1810	-0.3410	Stap et al. 2009
208-1263C-10H-5,32-33	250.725	292.549	53.929507	1.0980	-0.4790	Stap et al. 2009
208-1263C-10H-5,33-34	250.735	292.565	53.930331	1.0740	-0.4410	Stap et al. 2009
208-1263C-10H-5,34-35	250.745	292.582	53.931206	1.0570	-0.4670	Stap et al. 2009
208-1263C-10H-5,35-36	250.755	292.599	53.932081	1.1110	-0.3480	Stap et al. 2009
208-1263C-10H-5,36-37	250.765	292.615	53.932904	0.9990	-0.5380	Stap et al. 2009
208-1263C-10H-5,37-38	250.775	292.632	53.933779	1.1460	-0.7720	Stap et al. 2009
208-1263C-10H-5,38-39	250.785	292.648	53.934603	1.0130	-0.5400	Stap et al. 2009
208-1263C-10H-5,39-40	250.795	292.665	53.935478	1.0500	-0.4980	Stap et al. 2009
208-1263C-10H-5,40-41	250.805	292.682	53.936353	1.0360	-0.4700	Stap et al. 2009
208-1263C-10H-5,41-42	250.815	292.695	53.937022	0.9950	-0.5280	Stap et al. 2009
208-1263C-10H-5,42-43	250.825	292.705	53.937537	0.9180	-0.6470	Stap et al. 2009
208-1263C-10H-5,43-44	250.835	292.715	53.938051	0.9400	-0.6460	Stap et al. 2009
208-1263C-10H-5,44-45	250.845	292.725	53.938566	0.9630	-0.6330	Stap et al. 2009
208-1263C-10H-5,45-46	250.855	292.735	53.939081	0.9180	-0.6800	Stap et al. 2009
208-1263C-10H-5,46-47	250.865	292.745	53.939596	0.9460	-0.7280	Stap et al. 2009
208-1263C-10H-5,47-48	250.875	292.755	53.940110	0.9420	-0.6940	Stap et al. 2009
208-1263C-10H-5,48-49	250.885	292.765	53.940625	0.9830	-0.6810	Stap et al. 2009
208-1263C-10H-5,49-50	250.895	292.775	53.941140	0.9490	-0.6700	Stap et al. 2009
208-1263C-10H-5,50-51	250.905	292.785	53.941654	0.9990	-0.6080	Stap et al. 2009
208-1263C-10H-5,51-52	250.915	292.795	53.942169	0.9480	-0.6620	Stap et al. 2009
208-1263C-10H-5,52-53	250.925	292.805	53.942684	0.9390	-0.7210	Stap et al. 2009
208-1263C-10H-5,53-54	250.935	292.815	53.943199	1.0070	-0.6060	Stap et al. 2009
208-1263C-10H-5,54-55	250.945	292.825	53.943713	1.0740	-0.5710	Stap et al. 2009
208-1263C-10H-5,55-56	250.955	292.835	53.944228	0.8440	-0.7890	Stap et al. 2009
208-1263C-10H-5,56-57	250.965	292.845	53.944743	0.8810	-0.8280	Stap et al. 2009
208-1263C-10H-5,57-58	250.975	292.855	53.945260	0.8140	-0.8630	Stap et al. 2009
208-1263C-10H-5,58-59	250.985	292.865	53.945780	0.8370	-0.8510	Stap et al. 2009
208-1263C-10H-5,59-60	250.995	292.875	53.946300	0.8640	-0.8150	Stap et al. 2009
208-1263C-10H-5,60-61	251.005	292.885	53.946819	0.8670	-0.8160	Stap et al. 2009
208-1263C-10H-5,61-62	251.015	292.895	53.947339	0.8290	-0.8400	Stap et al. 2009
208-1263C-10H-5,62-63	251.025	292.905	53.947859	0.7930	-0.8470	Stap et al. 2009
208-1263C-10H-5,63-64	251.035	292.915	53.948379	0.7770	-0.8230	Stap et al. 2009
208-1263C-10H-5,64-65	251.045	292.925	53.948899	0.7640	-0.8110	Stap et al. 2009
208-1263C-10H-5,65-66	251.055	292.935	53.949418	0.7770	-0.7850	Stap et al. 2009
208-1263C-10H-5,66-67	251.065	292.945	53.949938	0.7950	-0.8000	Stap et al. 2009
208-1263C-10H-5,67-68	251.075	292.955	53.950458	0.8280	-0.7960	Stap et al. 2009
208-1263C-10H-5,68-69	251.085	292.965	53.950978	0.8120	-0.7850	Stap et al. 2009
208-1263C-10H-5,69-70	251.095	292.975	53.951498	0.8490	-0.7710	Stap et al. 2009
208-1263C-10H-5,70-71	251.105	292.985	53.952017	0.8600	-0.8570	Stap et al. 2009
208-1263C-10H-5,71-72	251.115	292.995	53.952537	0.7810	-0.9160	Stap et al. 2009
208-1263C-10H-5,72-72.5	251.123	293.003	53.952953	0.8660	-0.7810	Stap et al. 2009
208-1263C-10H-5,72.5-73.3	251.129	293.009	53.953265	0.8580	-0.8510	Stap et al. 2009
208-1263C-10H-5,73.3-74	251.137	293.017	53.953681	0.9980	-0.7780	Stap et al. 2009
208-1263C-10H-5,74-75	251.145	293.025	53.954097	1.0130	-0.7670	Stap et al. 2009
208-1263C-10H-5,75-76	251.155	293.035	53.954616	1.0280	-0.6890	Stap et al. 2009
208-1263C-10H-5,76-77	251.165	293.045	53.955136	0.9730	-0.7340	Stap et al. 2009
208-1263C-10H-5,77-78	251.175	293.055	53.955656	1.0260	-0.6830	Stap et al. 2009
208-1263C-10H-5,78-79	251.185	293.065	53.956176	0.9100	-0.7070	Stap et al. 2009
208-1263C-10H-5,79-80	251.195	293.075	53.956696	1.0110	-0.6940	Stap et al. 2009
208-1263C-10H-5,80-81	251.205	293.085	53.957215	0.9230	-0.6860	Stap et al. 2009
208-1263C-10H-5,81-82	251.215	293.095	53.957735	1.0680	-0.5840	Stap et al. 2009
208-1263C-10H-5,82-83	251.225	293.105	53.958255	1.0330	-0.6320	Stap et al. 2009
208-1263C-10H-5,83-84	251.235	293.115	53.958775	1.0660	-0.5910	Stap et al. 2009
208-1263C-10H-5,84-85	251.245	293.125	53.959295	1.0530	-0.6950	Stap et al. 2009
208-1263C-10H-5,85-86	251.255	293.135	53.959814	1.0640	-0.7330	Stap et al. 2009
208-1263C-10H-5,86-87	251.265	293.145	53.960334	1.0660	-0.6290	Stap et al. 2009
208-1263C-10H-5,87-88	251.275	293.155	53.960854	0.9970	-0.6820	Stap et al. 2009
208-1263C-10H-5,88-89	251.285	293.165	53.961374	1.0050	-0.6930	Stap et al. 2009
208-1263C-10H-5,89-90	251.295	293.175	53.961894	0.9910	-0.6590	Stap et al. 2009
208-1263C-10H-5,90-91	251.305	293.185	53.962413	1.0110	-0.6270	Stap et al. 2009
208-1263C-10H-5,91-92	251.315	293.195	53.962933	0.9650	-0.7430	Stap et al. 2009
208-1263C-10H-5,92-93	251.325	293.205	53.963453	0.9930	-0.6810	Stap et al. 2009
208-1263C-10H-5,93-94	251.335	293.215	53.963973	0.9780	-0.6820	Stap et al. 2009
208-1263C-10H-5,94-95	251.345	293.225	53.964493	0.9490	-0.6570	Stap et al. 2009
208-1263C-10H-5,95-96	251.355	293.235	53.965012	0.9620	-0.7100	Stap et al. 2009
208-1263C-10H-5,96-97	251.365	293.245	53.965532	1.0680	-0.5780	Stap et al. 2009
208-1263C-10H-5,97-98	251.375	293.255	53.966052	1.0300	-0.5400	Stap et al. 2009
208-1263C-10H-5,98-99	251.385	293.265	53.966572	1.0040	-0.6550	Stap et al. 2009
208-1263C-10H-5,99-100	251.395	293.275	53.967092	1.0280	-0.6490	Stap et al. 2009
208-1263C-10H-5,100-101	251.405	293.285	53.967611	1.0520	-0.6000	Stap et al. 2009
208-1263C-10H-5,101-102	251.415	293.295	53.968131	1.0790	-0.5130	Stap et al. 2009
208-1263C-10H-5,102-103	251.425	293.305	53.968651	1.1330	-0.5390	Stap et al. 2009
208-1263C-10H-5,103-104	251.435	293.315	53.969171	1.1210	-0.5480	Stap et al. 2009
208-1263C-10H-5,104-105	251.445	293.325	53.969691	0.8940	-1.0320	Stap et al. 2009
208-1263C-10H-5,105-106	251.455	293.335	53.970210	0.9060	-0.9670	Stap et al. 2009
208-1263C-10H-5,106-107	251.465	293.345	53.970730	1.1780	-0.4640	Stap et al. 2009
208-1263C-10H-5,107-108	251.475	293.355	53.971250	1.2170	-0.4600	Stap et al. 2009
208-1263C-10H-5,108-109	251.485	293.365	53.971770	1.1770	-0.4790	Stap et al. 2009
208-1263C-10H-5,109-110	251.495	293.375	53.972290	1.2250	-0.4950	Stap et al. 2009
208-1263C-10H-5,110-111	251.505	293.385	53.972809	1.3130	-0.4960	Stap et al. 2009
208-1263C-10H-5,111-112	251.515	293.395	53.973329	1.1460	-0.5330	Stap et al. 2009
208-1263C-10H-5,112-113	251.525	293.405	53.973849	1.2620	-0.4570	Stap et al. 2009
